accuracy,kappa,latency_us,pool_memory_kb,active_memory_kb,final_pool_size,mean_active_size,drift_count,stream,method,seed,wall_time_s
0.831475800578226,0.6496872149818387,227.31366633762025,836.5244140625,836.5244140625,10,10.0,,Electricity,OB,9,44.14444231987
0.8958089647105559,0.7859120606102695,273.3252915143102,6257.38671875,6257.38671875,10,10.0,,Electricity,LB,9,153.5968861579895
0.8862307166030324,0.7662758185891889,224.91609882597407,7555.013671875,7555.013671875,10,10.0,,Electricity,ARF,9,71.17256593704224
0.8774028381629185,0.7478467474635266,269.41770869025646,4365.6943359375,4365.6943359375,10,10.0,,Electricity,SRP,9,174.08591437339783
0.9251850370074016,0.8350783243569768,110.66860279715912,567.0126953125,185.451171875,6,2.4,2.0,SEA-abrupt,DSPP-Lite,0,2.071223735809326
0.942988597719544,0.8736917051511202,169.9748974029717,710.490234375,225.62109375,6,2.28,0.0,SEA-abrupt,DSPP-Adaptive,0,3.0978457927703857
0.9257851570314064,0.8367004856733024,180.73836720104737,567.2744140625,185.302734375,6,2.0,0.0,SEA-abrupt,StaticSPP-Lite,0,3.592245101928711
0.9427885577115424,0.8732329527610511,189.27744900884136,711.275390625,226.154296875,6,2.0,0.0,SEA-abrupt,StaticSPP-Adaptive,0,3.4235870838165283
0.9251850370074016,0.8350783243569768,112.95133720195736,567.2451171875,185.412109375,6,2.4,0.0,SEA-abrupt,StaticSPPFullSearch-Lite,0,2.0762643814086914
0.942988597719544,0.8736917051511202,172.8318794037477,710.462890625,225.712890625,6,2.28,0.0,SEA-abrupt,StaticSPPFullSearch-Adaptive,0,3.1204159259796143
0.9331866373274657,0.85048853465393,136.0650078027902,959.6611328125,959.6611328125,10,10.0,,SEA-abrupt,OB,0,2.983947992324829
0.9575915183036608,0.9065606488033668,152.14940639452834,3344.318359375,3344.318359375,10,10.0,,SEA-abrupt,LB,0,10.589295625686646
0.965993198639728,0.9251270759587106,182.8645972045706,4594.986328125,4594.986328125,10,10.0,,SEA-abrupt,ARF,0,5.000422477722168
0.9507901580316064,0.890747947027563,157.43011899248813,1971.517578125,1971.517578125,10,10.0,,SEA-abrupt,SRP,0,10.1959867477417
0.9197839567913584,0.8179827932545548,114.30359860605677,601.4599609375,185.30859375,6,2.56,1.0,SEA-abrupt,DSPP-Lite,1,2.1157925128936768
0.9325865173034606,0.8477787928892241,278.68699879309133,743.9892578125,259.021484375,6,2.08,1.0,SEA-abrupt,DSPP-Adaptive,1,5.116502046585083
0.9221844368873776,0.8243382392063162,110.37583680736134,601.8369140625,185.6640625,6,2.0,0.0,SEA-abrupt,StaticSPP-Lite,1,2.0905516147613525
0.9361872374474896,0.8557138737735149,167.63094919260766,743.6865234375,259.359375,6,2.0,0.0,SEA-abrupt,StaticSPP-Adaptive,1,3.117446184158325
